Wholesaler States,Wholesalers,Wholesaler ID,PDCNs,PDCN Code,Current On Hand in Units,Daily Rate of Sales,Days on Hand
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,1,0.266667,3.75
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,1,0.033333,30
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,0,0.166667,0
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,0.15,0
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.216667,0
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.05,0
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,897,29.05,30.877797
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,620,11.6,53.448276
SC,"K W ASSOCIATES LLC, SC",53929,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,253,8.283333,30.54326
SC,"K W ASSOCIATES LLC, SC",53929,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,235,7.783333,30.192719
SC,"K W ASSOCIATES LLC, SC",53929,WW APPALACHIA 8 % 24/12 AL CAN 4/6 TRAY,101K4Z6,210,11.783333,17.821782
SC,"K W ASSOCIATES LLC, SC",53929,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,152,10.9,13.944954
SC,"K W ASSOCIATES LLC, SC",53929,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,115,5.916667,19.43662
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 24/16 AL CAN,101616Z,64,1.833333,34.909091
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,42,0.95,44.210526
SC,"K W ASSOCIATES LLC, SC",53929,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,8,1.65,4.848485
SC,"K W ASSOCIATES LLC, SC",53929,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,4,0.3,13.333333
SC,"K W ASSOCIATES LLC, SC",53929,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,4,2.083333,1.92
SC,"K W ASSOCIATES LLC, SC",53929,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,4,0.033333,120
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,3,0.583333,5.142857
SC,"K W ASSOCIATES LLC, SC",53929,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,2,2.533333,0.789474
SC,"K W ASSOCIATES LLC, SC",53929,WW LIEUT DANK 7 % 1/2 BARREL SV,1059940,2,0.166667,12
SC,"K W ASSOCIATES LLC, SC",53929,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,1,0.083333,12
SC,"K W ASSOCIATES LLC, SC",53929,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,0,0.05,0
SC,"K W ASSOCIATES LLC, SC",53929,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.233333,0
SC,"K W ASSOCIATES LLC, SC",53929,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,0,0.05,0
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.716667,0
SC,"K W ASSOCIATES LLC, SC",53929,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,0,0.066667,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,660,30.516667,21.627526
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,476,18.016667,26.419981
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,254,14.733333,17.239819
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,89,5.616667,15.845697
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,76,10.316667,7.366721
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,68,4.483333,15.167286
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,52,7.933333,6.554622
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,51,2.766667,18.433735
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,44,4.666667,9.428571
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,24,2.966667,8.089888
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW BURST SERIES 5 % 1/6 BARREL SV,10JW97X,2,0.116667,17.142857
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW BURST SERIES 5 % 1/2 BARREL SV,10JW94X,0,0.1,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,0,0.05,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,0,0.966667,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,0,5.233333,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,-2,1.066667,-1.875
SC,"B & B DISTRIBUTORS INC, SC",33917,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,791,15.65,50.543131
SC,"B & B DISTRIBUTORS INC, SC",33917,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,111,1.433333,77.44186
SC,"B & B DISTRIBUTORS INC, SC",33917,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,89,3.2,27.8125
SC,"B & B DISTRIBUTORS INC, SC",33917,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,63,2.883333,21.849711
SC,"B & B DISTRIBUTORS INC, SC",33917,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,45,1.2,37.5
SC,"B & B DISTRIBUTORS INC, SC",33917,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,21,3.15,6.666667
SC,"B & B DISTRIBUTORS INC, SC",33917,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,8,0.65,12.307692
SC,"B & B DISTRIBUTORS INC, SC",33917,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,6,1.233333,4.864865
SC,"B & B DISTRIBUTORS INC, SC",33917,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,5,0.683333,7.317073
SC,"B & B DISTRIBUTORS INC, SC",33917,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,3,0.15,20
SC,"B & B DISTRIBUTORS INC, SC",33917,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,0,0.05,0
SC,"B & B DISTRIBUTORS INC, SC",33917,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,0,0.2,0
SC,"B & B DISTRIBUTORS INC, SC",33917,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,0,0.05,0
SC,"B & B DISTRIBUTORS INC, SC",33917,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,-1,1.283333,-0.779221
SC,"K W ASSOCIATES LLC, SC",33916,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,209,8,26.125
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,189,5.25,36
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,129,16.916667,7.625616
SC,"K W ASSOCIATES LLC, SC",33916,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,99,4.266667,23.203125
SC,"K W ASSOCIATES LLC, SC",33916,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,83,2.383333,34.825175
SC,"K W ASSOCIATES LLC, SC",33916,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,37,3.033333,12.197802
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 24/16 AL CAN,101616Z,35,2.016667,17.355372
SC,"K W ASSOCIATES LLC, SC",33916,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,34,6.2,5.483871
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,24,0.4,60
SC,"K W ASSOCIATES LLC, SC",33916,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,24,4.366667,5.496183
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,21,0.1,210
SC,"K W ASSOCIATES LLC, SC",33916,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,14,0.55,25.454545
SC,"K W ASSOCIATES LLC, SC",33916,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,9,0.466667,19.285714
SC,"K W ASSOCIATES LLC, SC",33916,WW FREAK OF NAT 9% 24/12 NRLN 6/4 EM,105I64S,7,0.216667,32.307692
SC,"K W ASSOCIATES LLC, SC",33916,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,3,0.05,60
SC,"K W ASSOCIATES LLC, SC",33916,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,3,0.016667,180
SC,"K W ASSOCIATES LLC, SC",33916,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,2,0.133333,15
SC,"K W ASSOCIATES LLC, SC",33916,WW LIEUT DANK 7 % 1/2 BARREL SV,1059940,1,0.016667,60
SC,"K W ASSOCIATES LLC, SC",33916,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,0,1.516667,0
SC,"K W ASSOCIATES LLC, SC",33916,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.65,0
SC,"K W ASSOCIATES LLC, SC",33916,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,0,0.05,0
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,0,0.266667,0
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,143,5.233333,27.324841
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,105,1.983333,52.941176
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,47,1.9,24.736842
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,47,1.433333,32.790698
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,30,0.6,50
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,26,1.1,23.636364
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,24,0.966667,24.827586
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664Z,12,0.016667,720
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,10,0.166667,60
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,4,3.15,1.269841
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,2,0.166667,12
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,2,1.433333,1.395349
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,0.583333,0
SC,"BETTER BRANDS INC, SC",43926,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,162,6.333333,25.578947
SC,"BETTER BRANDS INC, SC",43926,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,109,8.65,12.601156
SC,"BETTER BRANDS INC, SC",43926,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,11,2.483333,4.42953
SC,"BETTER BRANDS INC, SC",43926,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,5,1.05,4.761905
SC,"BETTER BRANDS INC, SC",43926,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,4,0.266667,15
SC,"BETTER BRANDS INC, SC",43926,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,1.516667,0
SC,"BETTER BRANDS INC, SC",43926,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,1.516667,0
SC,"BETTER BRANDS INC, SC",43926,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.383333,0
SC,"BETTER BRANDS INC, SC",43926,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,0,0.233333,0
SC,"BETTER BRANDS INC, SC",43926,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,0,0.333333,0
SC,"BETTER BRANDS INC, SC",43926,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.75,0
SC,"BETTER BRANDS INC, SC",43926,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,0,0.2,0
SC,"BETTER BRANDS INC, SC",43926,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,0,0.15,0
SC,"BETTER BRANDS INC, SC",43926,WW FREAK OF NAT 9% 24/12 NRLN 6/4 EM,105I64S,0,0.183333,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,86,3.083333,27.891892
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,53,1.166667,45.428571
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,44,1.316667,33.417722
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,42,1.066667,39.375
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,11,1.266667,8.684211
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,9,0.183333,49.090909
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,7,0.2,35
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,4,0.083333,48
SC,"A B BEVERAGE CO INC, SC",93901,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,15,0.316667,47.368421
SC,"A B BEVERAGE CO INC, SC",93901,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,9,0.2,45
SC,"A B BEVERAGE CO INC, SC",93901,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,6,0.516667,11.612903
SC,"A B BEVERAGE CO INC, SC",93901,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,1,0.483333,2.068966
SC,"A B BEVERAGE CO INC, SC",93901,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,1,0.416667,2.4
SC,"A B BEVERAGE CO INC, SC",93901,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,0.466667,0
SC,"A B BEVERAGE CO INC, SC",93901,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,0,0.116667,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43975,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,9,0,540
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43975,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,0,0.083333,0
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,586,9.3,63.010753
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,172,4.866667,35.342466
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,132,1.666667,79.2
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,106,0.3,353.333333
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,42,0.516667,81.290323
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,26,0.616667,42.162162
FL,"BROWN DISTRIBUTING CO INC, FL",40993,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,401,6.616667,60.604534
FL,"BROWN DISTRIBUTING CO INC, FL",40993,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,48,0.9,53.333333
FL,"BROWN DISTRIBUTING CO INC, FL",40993,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,30,1.1,27.272727
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,242,11.066667,21.86747
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,90,4.233333,21.259843
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,81,7.033333,11.516588
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,32,0.866667,36.923077
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,8,0.216667,36.923077
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,2,0.033333,60
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,1,0.083333,12
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,0,0.083333,0
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.216667,0
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,0,0.05,0
FL,"NORTH FLORIDA SALES, FL",70918,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,153,3.8,40.263158
FL,"NORTH FLORIDA SALES, FL",70918,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,126,7.15,17.622378
FL,"NORTH FLORIDA SALES, FL",70918,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,73,1.666667,43.8
FL,"NORTH FLORIDA SALES, FL",70918,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,13,-0.016667,-780
FL,"NORTH FLORIDA SALES, FL",70918,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,10,0.016667,600
FL,"NORTH FLORIDA SALES, FL",70918,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,7,4.933333,1.418919
FL,"NORTH FLORIDA SALES, FL",70918,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,5,0.15,33.333333
FL,"NORTH FLORIDA SALES, FL",70918,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,5,0.85,5.882353
FL,"NORTH FLORIDA SALES, FL",70918,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,2,0.216667,9.230769
FL,"NORTH FLORIDA SALES, FL",70918,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,1,0.066667,15
FL,"NORTH FLORIDA SALES, FL",70918,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,0,0.05,0
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,198,4.283333,46.225681
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,100,1.5,66.666667
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,28,0.65,43.076923
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,18,0.316667,56.842105
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,10,0.133333,75
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,4,0.1,40
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,156,6.316667,24.69657
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,59,0.583333,101.142857
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,54,3.466667,15.576923
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,11,0.183333,60
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,6,0.433333,13.846154
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,3,0.05,60
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,2,0.65,3.076923
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,2,0.066667,30
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,1,1.983333,0.504202
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,0,0.116667,0
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,0,0.233333,0
FL,"CITY BEVERAGES LLC, FL",10922,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,121,8.5,14.235294
FL,"CITY BEVERAGES LLC, FL",10922,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,88,3.75,23.466667
FL,"CITY BEVERAGES LLC, FL",10922,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,34,3.633333,9.357798
FL,"CITY BEVERAGES LLC, FL",10922,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,1,-0.016667,-60
FL,"CITY BEVERAGES LLC, FL",10922,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.116667,0
FL,"CITY BEVERAGES LLC, FL",10922,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.05,0
FL,"CITY BEVERAGES LLC, FL",10922,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,1,0
FL,"CITY BEVERAGES LLC, FL",10922,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,0,0.1,0
FL,"CITY BEVERAGES LLC, FL",10922,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,0,0.233333,0
FL,"STEPHENS DISTRIBUTING CO, FL",10976,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,177,4.8,36.875
FL,"STEPHENS DISTRIBUTING CO, FL",10976,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,27,0.25,108
FL,"STEPHENS DISTRIBUTING CO, FL",10976,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,15,2.466667,6.081081
FL,"STEPHENS DISTRIBUTING CO, FL",10976,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,6,0.05,120
FL,"STEPHENS DISTRIBUTING CO, FL",10976,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,4,-0.033333,-120
FL,"SUNCOAST BEVERAGE SALES LLLP, FL",70911,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,91,2.4,37.916667
FL,"SUNCOAST BEVERAGE SALES LLLP, FL",70911,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,69,0.383333,180
FL,"SUNCOAST BEVERAGE SALES LLLP, FL",70911,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,51,0.8,63.75
FL,"SUNCOAST BEVERAGE SALES LLLP, FL",70911,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,0,0.216667,0
FL,"WAYNE DENSCH INC, FL",20922,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,128,4.633333,27.625899
FL,"WAYNE DENSCH INC, FL",20922,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,16,0.433333,36.923077
FL,"WAYNE DENSCH INC, FL",20922,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,16,0.266667,60
