Wholesaler States,Wholesalers,Wholesaler ID,PDCNs,PDCN Code,Current On Hand in Units,Daily Rate of Sales,Days on Hand
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,91,3.033333,30
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,65,0.483333,134.482759
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,57,5.983333,9.526462
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,39,1.366667,28.536585
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,14,0.166667,84
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,9,0.416667,21.6
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,4,0.166667,24
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,4,0.033333,120
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,3,0.65,4.615385
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,3,0.05,60
FL,"GOLD COAST EAGLE DIST LLLP, FL",40940,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,0,0.116667,0
FL,"BROWN DISTRIBUTING CO INC, FL",40993,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,198,6.55,30.229008
FL,"BROWN DISTRIBUTING CO INC, FL",40993,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,63,0.466667,135
FL,"BROWN DISTRIBUTING CO INC, FL",40993,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,14,1.016667,13.770492
FL,"NORTH FLORIDA SALES, FL",70918,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,84,1.5,56
FL,"NORTH FLORIDA SALES, FL",70918,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,72,3.816667,18.864629
FL,"NORTH FLORIDA SALES, FL",70918,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,30,5.083333,5.901639
FL,"NORTH FLORIDA SALES, FL",70918,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,21,0.566667,37.058824
FL,"NORTH FLORIDA SALES, FL",70918,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,13,-0.016667,-780
FL,"NORTH FLORIDA SALES, FL",70918,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,11,0.05,220
FL,"NORTH FLORIDA SALES, FL",70918,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,10,0.016667,600
FL,"NORTH FLORIDA SALES, FL",70918,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,2,0.216667,9.230769
FL,"NORTH FLORIDA SALES, FL",70918,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,2,0.05,40
FL,"NORTH FLORIDA SALES, FL",70918,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,0,0.066667,0
FL,"NORTH FLORIDA SALES, FL",70918,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,0,6.966667,0
FL,"SUNCOAST BEVERAGE SALES LLLP, FL",70911,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,91,2.366667,38.450704
FL,"SUNCOAST BEVERAGE SALES LLLP, FL",70911,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,72,0.333333,216
FL,"SUNCOAST BEVERAGE SALES LLLP, FL",70911,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,42,0.7,60
FL,"SUNCOAST BEVERAGE SALES LLLP, FL",70911,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,17,0.05,340
FL,"CITY BEVERAGES LLC, FL",10922,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,95,8.166667,11.632653
FL,"CITY BEVERAGES LLC, FL",10922,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,72,3.983333,18.075314
FL,"CITY BEVERAGES LLC, FL",10922,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,14,0,840
FL,"CITY BEVERAGES LLC, FL",10922,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,14,1,14
FL,"CITY BEVERAGES LLC, FL",10922,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,13,3.666667,3.545455
FL,"CITY BEVERAGES LLC, FL",10922,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,1,-0.016667,-60
FL,"CITY BEVERAGES LLC, FL",10922,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.166667,0
FL,"CITY BEVERAGES LLC, FL",10922,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.05,0
FL,"CITY BEVERAGES LLC, FL",10922,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,0,0.1,0
FL,"THE LEWIS BEAR COMPANY, FL",20950,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,120,4.933333,24.324324
FL,"THE LEWIS BEAR COMPANY, FL",20950,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,21,0.266667,78.75
FL,"THE LEWIS BEAR COMPANY, FL",20950,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,21,1.916667,10.956522
FL,"THE LEWIS BEAR COMPANY, FL",20950,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,12,0.216667,55.384615
FL,"THE LEWIS BEAR COMPANY, FL",20950,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.116667,0
FL,"THE LEWIS BEAR COMPANY, FL",20950,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,0,0.05,0
FL,"COASTAL BEVERAGE LTD, FL",70912,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,124,3.716667,33.363229
FL,"COASTAL BEVERAGE LTD, FL",70912,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,26,0.2,130
FL,"COASTAL BEVERAGE LTD, FL",70912,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,15,0.8,18.75
FL,"COASTAL BEVERAGE LTD, FL",70912,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,3,0,180
FL,"COASTAL BEVERAGE LTD, FL",70912,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,2,0.066667,30
FL,"COASTAL BEVERAGE LTD, FL",70912,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,1,0.066667,15
FL,"COASTAL BEVERAGE LTD, FL",70912,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.083333,0
FL,"COASTAL BEVERAGE LTD, FL",70912,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,0,0.116667,0
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,120,4.433333,27.067669
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,17,0.6,28.333333
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,11,0.316667,34.736842
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,7,0.1,70
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,3,1.35,2.222222
FL,"GREAT BAY DISTRIBUTORS INC, FL",40915,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,2,0.1,20
FL,"BERNIE LITTLE DISTRIBUTORS INC, FL",40919,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,55,0.616667,89.189189
FL,"BERNIE LITTLE DISTRIBUTORS INC, FL",40919,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,48,2.183333,21.984733
FL,"BERNIE LITTLE DISTRIBUTORS INC, FL",40919,WW PERNICIOUS 8 % 24/16 AL CAN,101616Z,32,0.133333,240
FL,"BERNIE LITTLE DISTRIBUTORS INC, FL",40919,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,15,1.05,14.285714
FL,"BERNIE LITTLE DISTRIBUTORS INC, FL",40919,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,9,0,540
FL,"WAYNE DENSCH INC, FL",20922,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,99,4.433333,22.330827
FL,"WAYNE DENSCH INC, FL",20922,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,13,0.416667,31.2
FL,"WAYNE DENSCH INC, FL",20922,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,11,1.283333,8.571429
FL,"WAYNE DENSCH INC, FL",20922,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,2,2.2,0.909091
FL,"WAYNE DENSCH INC, FL",20922,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,1,-0.016667,-60
FL,"WAYNE DENSCH INC, FL",20922,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,1,0.166667,6
FL,"NORTH FLORIDA SALES, FL",70923,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,62,0.033333,1860
FL,"NORTH FLORIDA SALES, FL",70923,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,36,0.216667,166.153846
FL,"NORTH FLORIDA SALES, FL",70923,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,10,0.916667,10.909091
FL,"NORTH FLORIDA SALES, FL",70923,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,8,0.216667,36.923077
FL,"NORTH FLORIDA SALES, FL",70923,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,5,0.033333,150
FL,"NORTH FLORIDA SALES, FL",70923,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,2,0,120
FL,"STEPHENS DISTRIBUTING CO, FL",10976,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,61,4.75,12.842105
FL,"STEPHENS DISTRIBUTING CO, FL",10976,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,28,2.066667,13.548387
FL,"STEPHENS DISTRIBUTING CO, FL",10976,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,13,0.183333,70.909091
FL,"STEPHENS DISTRIBUTING CO, FL",10976,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.05,0
FL,"SOUTHERN EAGLE DIST INC, FL",40979,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,47.5,3.095833,15.343203
FL,"SOUTHERN EAGLE DIST INC, FL",40979,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,40,0.941667,42.477876
FL,"SOUTHERN EAGLE DIST INC, FL",40979,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,8,0.45,17.777778
FL,"SOUTHERN EAGLE DIST INC, FL",40979,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,1,0.15,6.666667
FL,"SOUTHERN EAGLE DIST INC, FL",40979,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,1,0.316667,3.157895
FL,"SOUTHERN EAGLE DIST INC, FL",40979,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.495833,0
FL,"EAGLE BRANDS SALES, FL",10986,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,56,3.3,16.969697
FL,"EAGLE BRANDS SALES, FL",10986,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,22,0.933333,23.571429
FL,"EAGLE BRANDS SALES, FL",10986,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,6,0.616667,9.72973
FL,"EAGLE BRANDS SALES, FL",10986,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,5,0.05,100
FL,"EAGLE BRANDS SALES, FL",10986,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,4,0.35,11.428571
FL,"EAGLE BRANDS SALES, FL",10986,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,2,-0.033333,-60
FL,"EAGLE BRANDS SALES, FL",10986,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,-0.15,0
FL,"CARROLL DISTRIBUTING CO, FL",10903,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,43,0.466667,92.142857
FL,"CARROLL DISTRIBUTING CO, FL",10903,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,29,1.85,15.675676
FL,"CARROLL DISTRIBUTING CO, FL",10903,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,12,0.233333,51.428571
FL,"CARROLL DISTRIBUTING CO, FL",10903,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,7,4.783333,1.463415
FL,"CARROLL DISTRIBUTING CO, FL",10903,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,1,0.1,10
FL,"CARROLL DISTRIBUTING CO, FL",10903,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.8,0
FL,"TRI-EAGLE SALES, FL",30958,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,39,4.133333,9.435484
FL,"TRI-EAGLE SALES, FL",30958,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,21,0.533333,39.375
FL,"TRI-EAGLE SALES, FL",30958,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,16,0.716667,22.325581
FL,"TRI-EAGLE SALES, FL",30958,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,12,0,720
FL,"TRI-EAGLE SALES, FL",30958,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,2,0.083333,24
FL,"TRI-EAGLE SALES, FL",30958,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,1,0.016667,60
FL,"TRI-EAGLE SALES, FL",30958,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,1,0.016667,60
FL,"TRI-EAGLE SALES, FL",30958,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.083333,0
FL,"DOUBLE EAGLE DISTRIBUTING, FL",10938,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,63,5.716667,11.020408
FL,"DOUBLE EAGLE DISTRIBUTING, FL",10938,WW PERNICIOUS 8 % 24/16 AL CAN,101616Z,14,0.233333,60
FL,"DOUBLE EAGLE DISTRIBUTING, FL",10938,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,7,-0.15,-46.666667
FL,"DOUBLE EAGLE DISTRIBUTING, FL",10938,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,6,1.9,3.157895
FL,"DOUBLE EAGLE DISTRIBUTING, FL",10938,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,1.25,0
FL,"TRI-EAGLE SALES, FL",40924,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,25,1.716667,14.563107
FL,"TRI-EAGLE SALES, FL",40924,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,16,0.85,18.823529
FL,"TRI-EAGLE SALES, FL",40924,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,14,0.166667,84
FL,"TRI-EAGLE SALES, FL",40924,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,6,0.016667,360
FL,"TRI-EAGLE SALES, FL",40924,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,5,0.533333,9.375
FL,"TRI-EAGLE SALES, FL",40924,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,4,0,240
FL,"TRI-EAGLE SALES, FL",40924,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,2,0.366667,5.454545
FL,"TRI-EAGLE SALES, FL",40924,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,2,0.016667,120
FL,"TRI-EAGLE SALES, FL",40924,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,0,0.083333,0
FL,"THE LEWIS BEAR COMPANY, FL",20948,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,49,3.65,13.424658
FL,"THE LEWIS BEAR COMPANY, FL",20948,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,14,0.983333,14.237288
FL,"THE LEWIS BEAR COMPANY, FL",20948,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,7,1.266667,5.526316
FL,"THE LEWIS BEAR COMPANY, FL",20948,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,1,0.216667,4.615385
FL,"THE LEWIS BEAR COMPANY, FL",20948,WW BURST SERIES 5 % 1/6 BARREL SV,10JW97X,0,0.083333,0
FL,"THE LEWIS BEAR COMPANY, FL",20948,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,0,0.083333,0
FL,"DAYTONA BEVERAGES LLC, FL",10906,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,34,3.316667,10.251256
FL,"DAYTONA BEVERAGES LLC, FL",10906,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,13,0.133333,97.5
FL,"DAYTONA BEVERAGES LLC, FL",10906,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,8,0.3,26.666667
FL,"DAYTONA BEVERAGES LLC, FL",10906,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,4,0.116667,34.285714
FL,"DAYTONA BEVERAGES LLC, FL",10906,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,1.383333,0
FL,"DAYTONA BEVERAGES LLC, FL",10906,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,1.75,0
FL,"EAGLE BRANDS SALES, FL","=""00996""",WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,49,0.966667,50.689655
FL,"EAGLE BRANDS SALES, FL","=""00996""",WW PERNICIOUS 8 % 24/16 AL CAN,101616S,3,0.083333,36
FL,"EAGLE BRANDS SALES, FL","=""00996""",WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,3,0,180
FL,"EAGLE BRANDS SALES, FL","=""00996""",WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,2,0.566667,3.529412
FL,"EAGLE BRANDS SALES, FL","=""00996""",WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,1,0.033333,30
FL,"EAGLE BRANDS SALES, FL","=""00996""",WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,1,0.95,1.052632
FL,"EAGLE BRANDS SALES, FL","=""00996""",WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,1,0,60
FL,"EAGLE BRANDS SALES, FL","=""00996""",WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,0,5.483333,0
FL,"EAGLE BRANDS SALES, FL","=""00996""",WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,-3,-0.016667,180
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,16,4.4,3.636364
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,11,1.633333,6.734694
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,8,0.066667,120
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,6,0.433333,13.846154
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,4,0.016667,240
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW FREAK OF NAT 9% 1/2 BARREL SV,105I940,3,0.016667,180
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,1,0.033333,30
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,1,0.016667,60
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,1,0.116667,8.571429
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,1,0.066667,15
FL,"BURKHARDT SALES AND SERVICE, FL",90927,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,1.3,0
FL,"BURKHARDT SALES AND SERVICE, FL",90913,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,36,1.433333,25.116279
FL,"BURKHARDT SALES AND SERVICE, FL",90913,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,6,0.716667,8.372093
FL,"BURKHARDT SALES AND SERVICE, FL",90913,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,0,0.066667,0
FL,"BURKHARDT SALES AND SERVICE, FL",90913,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,0,3.133333,0
FL,"BURKHARDT SALES AND SERVICE, FL",90913,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,-1,0,-60
FL,"PEACE RIVER DISTRIBUTING, FL",40925,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,14,0.416667,33.6
FL,"PEACE RIVER DISTRIBUTING, FL",40925,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,12,0.983333,12.20339
FL,"PEACE RIVER DISTRIBUTING, FL",40925,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,0.15,0
FL,"BERNIE LITTLE DIST INC-SEBRING, FL",40920,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,9,0.3,30
FL,"BERNIE LITTLE DIST INC-SEBRING, FL",40920,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,8,0.233333,34.285714
FL,"BERNIE LITTLE DIST INC-SEBRING, FL",40920,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,1,0,60
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,289,8.016667,36.049896
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,251,10.666667,23.53125
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,134,4.333333,30.923077
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,133,2.75,48.363636
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,103,5.4,19.074074
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,100,2.483333,40.268456
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,93,2.083333,44.64
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,89,1.566667,56.808511
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,63,3.75,16.8
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,57,0.266667,213.75
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,55,0.266667,206.25
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,23,0.166667,138
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,12,0.216667,55.384615
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,8,0.016667,480
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,7,0.016667,420
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,6,-0.016667,-360
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW WATERMELON B 5 % 1/2 BARREL SV,10JU940,4,0,240
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,4,0.033333,120
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW FREAK OF NAT 9% 1/2 BARREL SV,105I940,2,0,120
GA,"ATLANTA BEVERAGE CO GGP, GA",81019,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,1.1,0
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,478,16.116667,29.658738
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,202,6.366667,31.727749
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,147.5,15.020833,9.819695
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,137,3.395833,40.343558
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,135,3.616667,37.327189
GA,"EAGLE ROCK DIST CO LLC-STN MTN, GA",81018,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,76,0.483333,157.241379
